Name,County,Address,Coordinates,Description,Verified_Access
ROCK SPRINGS (ORANGE),Orange,"Orange County, Florida","28.75644556, -81.50173472",Natural spring in Florida,County Park
ROCKY CREEK SPRING,Jackson,"Jackson County, Florida","30.67534471, -85.13205076",Spring is listed in FGS B66 and NWFWMD WRSR 0401 reports.,Not Verified
ROCKY VENT SPRING,Marion,"Marion County, Florida","29.21541667, -82.04397222",Natural spring in Florida,Not Verified
ROOKS SPRING #1,Jackson,"Jackson County, Florida","30.6878991, -85.2343878",Spring is listed in FGS B66 and NWFWMD WRSR 0401,Not Verified
ROOKS SPRING #2,Jackson,"Jackson County, Florida","30.68820567, -85.23414902",Spring is listed in FGS B66 and NWFWMD WRSR0401,Not Verified
ROOT SPRING,Wakulla,"Wakulla County, Florida","30.2505, -84.268556",This spring is listed in NWFWMD WRSR06-03.,Not Verified
ROSSETER SPRING,Hamilton,"Hamilton County, Florida","30.54466222, -83.25005694",Natural spring in Florida,Not Verified
ROTTING ROACH SPRINGS,Seminole,"Seminole County, Florida","28.66919, -81.16506",Natural spring in Florida,Not Verified
ROYAL SPRING,Suwannee,"Suwannee County, Florida","30.08333333, -83.07472222",Natural spring in Florida,County Park
RUM ISLAND SPRING,Columbia,"Columbia County, Florida","29.83352, -82.67983083",Natural spring in Florida,County Park
RUNNING SPRINGS #1,Suwannee,"Suwannee County, Florida","30.10446417, -83.11592306","Information about this spring can be found in the FGS Bulletin 66, pg. 288",Not Verified
RUNNING SPRINGS #2,Suwannee,"Suwannee County, Florida","30.10487559, -83.11631339","Information on this spring can be found in the FGS Bulletin 66, pg. 288",Not Verified
RUTH SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","29.99577278, -82.97680639",Natural spring in Florida,Not Verified
RYLES SPRING,Hernando,"Hernando County, Florida","28.687165, -82.614117",Natural spring in Florida,Not Verified
Rainbow Springs Vent #1,Marion,"Marion County, Florida","29.102476, -82.437466",Natural spring in Florida,State Park
Rainbow Springs Vent #1,Marion,"Marion County, Florida","29.102476, -82.437466",Natural spring in Florida,State Park
Rock Spring,WK,"WK County, Florida","30.2253, -84.27678","This spring is listed in NWFWMD WRSR 06-03, NWFWMD describes the spring as several sand boils and seeps along a limestone bluff.",County Park
SALLY SPRING,Calhoun,"Calhoun County, Florida","30.57030108, -85.17341971",Spring is listed in FGS B66 and NWFWMD WRSR0401,Not Verified
SALLY WARD SPRING,Wakulla,"Wakulla County, Florida","30.24142259, -84.31080974","This spring is listed in FGS Bulletin 31R and 66, it is also listed in NWFWMD WRSR06-03",Not Verified
SALT CREEK HEAD SPRING (CITRUS),Citrus,"Citrus County, Florida","28.72305556, -82.585",Natural spring in Florida,Not Verified
SALT SPRING (HERNANDO),Hernando,"Hernando County, Florida","28.54625, -82.619",there are two vents at this spring,Not Verified
SALT SPRINGS (MARION),Marion,"Marion County, Florida","29.35065472, -81.73279222",Natural spring in Florida,National Forest
SALT SPRINGS (PASCO),Pasco,"Pasco County, Florida","28.29297667, -82.71758861",FGS reports seeing slightly tannic water during site visit in April 2003.  Station information from Gary Maddox site visit 2011,National Forest
SALT SPRINGS (PASCO),Pasco,"Pasco County, Florida","28.29319833, -82.71789556",Natural spring in Florida,National Forest
SANCHEZ SPRING,Hernando,"Hernando County, Florida","28.489783, -82.653433",Fresh Water Spring by coastal waters; Station Names are Canal Street Names,Not Verified
SANDBAG SPRING,Jackson,"Jackson County, Florida","30.78874273, -85.22194252",Spring is listed in FGS B66 and NWFWMD WRSR 04-01,Not Verified
SANDYS SPRING,Lake,"Lake County, Florida","28.74502909, -81.80998508",Spring               Film,Not Verified
SANLANDO SPRINGS,Seminole,"Seminole County, Florida","28.68870111, -81.39529639",Natural spring in Florida,Not Verified
SANTA FE RIVER RISE (ALACHUA),Alachua,"Alachua County, Florida","29.87389361, -82.59163639",Natural spring in Florida,Not Verified
SANTA FE SPRING (COLUMBIA),Columbia,"Columbia County, Florida","29.93480389, -82.53042056",Natural spring in Florida,Not Verified
SATSUMA SPRING,Putnam,"Putnam County, Florida","29.512599, -81.675499",Natural spring in Florida,Not Verified
SAWDUST SPRING,Columbia,"Columbia County, Florida","29.84001, -82.70351",Natural spring in Florida,Not Verified
SCHOOLBUS SPRING,Jackson,"Jackson County, Florida","30.65899566, -85.160219",Spring is listed in NWFWMD WRSR0401 report.,Not Verified
SECOND FISHERMANS PARADISE SPRING,Marion,"Marion County, Florida","29.21566667, -82.04533333",Natural spring in Florida,Not Verified
SEMINOLE SPRING (LAKE),Lake,"Lake County, Florida","28.84555556, -81.52277778",Natural spring in Florida,Not Verified
SEVEN SISTERS SPRING (HAMILTON,Hamilton,"Hamilton County, Florida","30.41769606, -83.15532336",Spring is listed in FGS Bulletin 66 and SRWMD WR99-02.,Not Verified
SEVEN SPRINGS (PASCO),Pasco,"Pasco County, Florida","28.21416667, -82.66583333",Natural spring in Florida,Not Verified
SHADY BROOK HEAD SPRING #2,Sumter,"Sumter County, Florida","28.78582167, -82.0455925",Natural spring in Florida,Not Verified
SHADY BROOK HEAD SPRING #3,Sumter,"Sumter County, Florida","28.77971028, -82.04341694",Spring location 123 FT east of TOPO spring symbol,Not Verified
SHADY BROOK HEAD SPRING #4,Sumter,"Sumter County, Florida","28.75443333, -82.08314",Natural spring in Florida,Not Verified
SHANDS BRIDGE SPRING,St. Johns,"St. Johns County, Florida","29.98777778, -81.62444444",Natural spring in Florida,Not Verified
SHANGRI-LA SPRINGS,Jackson,"Jackson County, Florida","30.79016579, -85.14288502",This spring is listed in FGS B66 and NWFWMD WRSR 04-01,Not Verified
SHARKS TOOTH SPRING,Lake,"Lake County, Florida","28.87325732, -81.44002717",Natural spring in Florida,Not Verified
SHELLCRACKER SPRING,Washington,"Washington County, Florida","30.6513669, -85.68732864",Spring is listed as a seep in FGS B66; also listed in NWFWMD WRSR 2008-01,Not Verified
SHEPHERD SPRING,Wakulla,"Wakulla County, Florida","30.1253, -84.2855",This spring is mentioned in FGS Bulletin 66 and is located in the St. Marks National Wildlife Refuge.,Not Verified
SHINGLE SPRING,Suwannee,"Suwannee County, Florida","29.93439346, -82.920451",Spring               Film,Not Verified
SHIPWRECK SPRING,Marion,"Marion County, Florida","29.21544444, -82.044",Natural spring in Florida,Not Verified
SHIRLEY SPRING,Suwannee,"Suwannee County, Florida","30.211008, -83.244819",Natural spring in Florida,Not Verified
SIDS SPRING COMPLEX,Citrus,"Citrus County, Florida","28.87752222, -82.59924444","Complex with two larger adjacent bowl areas, each with several spring vents; 14 individual vents within this complex; discharge moderate to high",Not Verified
SILVER GLEN SPRINGS,Marion,"Marion County, Florida","29.24583278, -81.64347028","First magnitude spring group with a small spring vent SW corner called ""Natural Well"" with pool that is 12-15 ft diameter and 40 ft deep.  The other larger Silver Glen spring that is eastern has pool over 200 ft wide and 18 ft deep.",National Forest
SILVER GLEN SPRINGS NATURAL WELL,Marion,"Marion County, Florida","29.24560667, -81.64390333",Natural spring in Florida,National Forest
SILVER SPRING #1,Marion,"Marion County, Florida","29.214862, -82.051315",Natural spring in Florida,Not Verified
SILVER SPRING #10,Marion,"Marion County, Florida","29.215415, -82.045145",Natural spring in Florida,Not Verified
SILVER SPRING #11,Marion,"Marion County, Florida","29.215441, -82.043906",Natural spring in Florida,Not Verified
SILVER SPRING #12,Marion,"Marion County, Florida","29.215825, -82.045003",Natural spring in Florida,Not Verified
SILVER SPRING #2,Marion,"Marion County, Florida","29.215119, -82.050948",Natural spring in Florida,Not Verified
SILVER SPRING #3,Marion,"Marion County, Florida","29.215387, -82.050194",Natural spring in Florida,Not Verified
SILVER SPRING #4,Marion,"Marion County, Florida","29.216158, -82.049193",Natural spring in Florida,Not Verified
SILVER SPRING #5,Marion,"Marion County, Florida","29.216111, -82.04849",Natural spring in Florida,Not Verified
SILVER SPRING #6,Marion,"Marion County, Florida","29.2155666, -82.047408",Natural spring in Florida,Not Verified
SILVER SPRING #7,Marion,"Marion County, Florida","29.21559563, -82.04636582",This station is located away from No Name Cove and not same.,Not Verified
SILVER SPRING #8,Marion,"Marion County, Florida","29.21603783, -82.045829",Natural spring in Florida,Not Verified
SILVER SPRING #9,Marion,"Marion County, Florida","29.2156009, -82.045508",Natural spring in Florida,Not Verified
SILVER SPRING MAIN,Marion,"Marion County, Florida","29.21620611, -82.05263111",Natural spring in Florida,Not Verified
SILVER SPRING MAMMOTH EAST VENT B,Marion,"Marion County, Florida","29.21616683, -82.0526667",Spring Name as Mammoth is used only by USGS and they have not clarified it to be alias of Silver Spring Main.  USGS pub describes it as one of the major springs at Silver Springs OFR_2006-1107,Not Verified
SILVER SPRING MAMMOTH WEST VENT A,Marion,"Marion County, Florida","29.21630583, -82.0527222",Spring Name as Mammoth is used only by USGS and they have not clarified it to be alias of Silver Spring Main.  USGS pub describes it as one of the major springs at Silver Springs OFR_2006-1107,Not Verified
SIMMS SPRING (JACKSON),Jackson,"Jackson County, Florida","30.71085829, -85.20688891",Spring is listed in FGS B66 appendix B2 and NWFWMD WRSR0401 report,Not Verified
SIMS SPRING (MARION),Marion,"Marion County, Florida","29.50805556, -81.89",Natural spring in Florida,Not Verified
SINAI SPRING,Jackson,"Jackson County, Florida","30.66459717, -84.91046027","Spring is lissted in FGS Bulletin 66, pg. 513; Very small spring pool on roadside.",Not Verified
SINGING SPRING,Columbia,"Columbia County, Florida","29.97585444, -82.75828361",Albers needs revised; USGS not specific lat lon so used map interpolation and revised.  IWR used same Spring Key for this station.,Not Verified
SIPHON CREEK RISE,Gilchrist,"Gilchrist County, Florida","29.8561911, -82.73305",Natural spring in Florida,Not Verified
SIX MILE CREEK SPRING,Hillsborough,"Hillsborough County, Florida","28.01777778, -82.33833333",Natural spring in Florida,Not Verified
SKID SPRING,Taylor,"Taylor County, Florida","29.97149995, -83.75100002",Natural spring in Florida,Not Verified
SKIPPER SPRING,Washington,"Washington County, Florida","30.57581361, -85.84377359",Spring is referenced in FGS B66,Not Verified
SNAIL SPRINGS COMPLEX,Lake,"Lake County, Florida","28.82384551, -81.4864771",Spring     Area has 3 separate pools with sand boils.,Not Verified
SNAPPER 1 SPRING,Hernando,"Hernando County, Florida","28.488633, -82.65136683",Fresh Water Spring by coastal waters; Station Names are Canal Street Names,Not Verified
SNAPPER 3 SPRING,Hernando,"Hernando County, Florida","28.4961, -82.6504",Fresh Water Spring by coastal waters; Station Names are Canal Street Names,Not Verified
SNOWHILL EAST,Seminole,"Seminole County, Florida","28.67946, -81.11232",Natural spring in Florida,Not Verified
SNOWHILL WEST,Seminole,"Seminole County, Florida","28.67996, -81.11619",Natural spring in Florida,Not Verified
SOCRUM SPRING,Polk,"Polk County, Florida","28.15166662, -82.01111114",Natural spring in Florida,Not Verified
SPELMAN SPRING,Jackson,"Jackson County, Florida","30.6439331, -85.17957106",Spring is listed in NWFWMD WRSR 0401 report.,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.06117558, -83.05736953",Spring,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.04509972, -83.03386389",Natural spring in Florida,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","29.95947617, -82.95331748",Spring,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.01162724, -83.00426094",Spring     spring is a fissure on riverbank,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.10321583, -83.14764667",Natural spring in Florida,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.09214709, -83.11335407",Spring,Not Verified
SPRING (LAFAYETTE),Madison,"Madison County, Florida","30.26116641, -83.2465826",Spring,Not Verified
SPRING (LAFAYETTE),Madison,"Madison County, Florida","30.26057137, -83.24968403",Spring,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.25968694, -83.25150056",Natural spring in Florida,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.10221122, -83.16610847",Spring,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.10480417, -83.20391528",Natural spring in Florida,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.21127982, -83.24540073",Spring,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.18000996, -83.24774176",Spring     Series of eight vents flowing from beneath river.,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","29.96135472, -82.95458694",Natural spring in Florida,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.00751722, -82.98225111",Natural spring in Florida,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.09046861, -83.1087725",Natural spring in Florida,Not Verified
SPRING (LAFAYETTE),Lafayette,"Lafayette County, Florida","30.19009481, -83.2504186",Spring,Not Verified
SPRING (LEVY),Levy,"Levy County, Florida","29.19177861, -82.98872583",There is a very pronounced copper-colored staining of the bank and trees surrounding the spring due to iron deposition from the spring water.,Not Verified
SPRING (MADISON),Madison,"Madison County, Florida","30.41496178, -83.20147839",Spring,Not Verified
SPRING (MADISON),Madison,"Madison County, Florida","30.45082167, -83.22328722",Natural spring in Florida,Not Verified
SPRING (MADISON),Madison,"Madison County, Florida","30.47248639, -83.24324222",Natural spring in Florida,Not Verified
SPRING (MADISON),Madison,"Madison County, Florida","30.30342611, -83.22244139",Natural spring in Florida,Not Verified
SPRING (MADISON),Madison,"Madison County, Florida","30.30237167, -83.22481611",Natural spring in Florida,Not Verified
SPRING (MADISON),Madison,"Madison County, Florida","30.30229667, -83.22494833",Natural spring in Florida,Not Verified
SPRING (MADISON),Madison,"Madison County, Florida","30.29350917, -83.23255722",Natural spring in Florida,Not Verified
SPRING (MADISON),Madison,"Madison County, Florida","30.2824775, -83.23265167",Natural spring in Florida,Not Verified
SPRING (MADISON),Madison,"Madison County, Florida","30.41506639, -83.20195694",Natural spring in Florida,Not Verified
SPRING CREEK RISE #1,Wakulla,"Wakulla County, Florida","30.0801769, -84.32980836",This spring is mentioned in FGS Bulletins 31R and 66. Submarine spring discharging below sea level in coastal saltwater located at the end of 365. FGS Nov 1997 located with observable boil.,Not Verified
SPRING CREEK RISE #2,Wakulla,"Wakulla County, Florida","30.08178467, -84.32989641",This spring is mentioned in FGS Bulletins 31R and 66. Submarine spring discharging below sea level in coastal saltwater FGS Nov 1997 located with observable turbulent boil.,Not Verified
SPRING CREEK SPRING #10,Wakulla,"Wakulla County, Florida","30.07455555, -84.32772574",Submarine spring discharging below sea level in coastal saltwater south of Goggy Island. FGS Nov 1997 found this new spring with large turbulent observable boil. not in Rosenau et al 1977,Not Verified
SPRING CREEK SPRING #11,Wakulla,"Wakulla County, Florida","30.07400273, -84.32816947",Submarine spring discharging below sea level in the channel of Spring Creek coastal saltwater. FGS Nov 1997 found this new spring with significant flow at an observable boil. not in Rosenau etal 1977.,Not Verified
SPRING CREEK SPRING #12,Wakulla,"Wakulla County, Florida","30.07620829, -84.32399725",Submarine spring discharging below sea level in coastal saltwater. Found by FGS in Stuart Cove just east of Spring Creek. Station is located off shore in estuarine area in bay.,Not Verified
